Timestamp,Low,Volume_(BTC),Volume_(Currency),Weighted_Price,High,Close,Open
2017-01-02 23:00:00,1011.25,159.23988128,161309.15271614207,60839.30820659999,1016.8,1012.54,1016.8
2017-01-03 00:00:00,1011.43,284.73019416,289439.9768747191,61041.431873999994,1020.0,1019.24,1011.44
2017-01-03 01:00:00,1018.71,194.85351561000004,199066.38448030996,61265.47424820001,1024.99,1024.94,1019.24
2017-01-03 02:00:00,999.99,1508.3637358199996,1529710.0555479233,60924.9578827,1029.92,1014.56,1024.94
2017-01-03 03:00:00,1014.56,186.27686952999997,190484.30608005798,61403.10347740001,1023.93,1023.5,1014.56
2017-01-03 04:00:00,1023.0,99.99244599,102309.80977259103,61399.382916400034,1024.96,1023.57,1023.0
2017-01-03 05:00:00,1020.0,239.06172192000002,244505.857004695,61323.3551639,1023.61,1020.06,1023.59
2017-01-03 06:00:00,1009.89,297.20544677000004,302528.39973777207,61054.787570899985,1020.06,1015.33,1020.06
2017-01-03 07:00:00,1009.08,153.78556730000003,155634.104889079,60735.7365254,1014.31,1014.31,1012.96
2017-01-03 08:00:00,1012.06,181.27045279000004,184119.74841304097,60889.084253900015,1018.73,1016.0,1014.07
2017-01-03 09:00:00,1015.15,426.12807760000004,433877.387068072,61094.49389439998,1020.95,1016.5,1016.0
2017-01-03 10:00:00,1015.15,305.27683835,310914.68858394405,61095.062790700016,1022.51,1020.24,1017.87
2017-01-03 11:00:00,1020.0,262.6341457000001,268561.863406386,61370.2281589,1024.0,1023.5,1020.28
2017-01-03 12:00:00,1022.6,531.92265713,544665.6957339691,61413.313674000005,1026.5,1023.75,1023.49
2017-01-03 13:00:00,1019.97,387.09409854,395357.322620028,61303.37737320002,1023.75,1019.98,1023.75
2017-01-03 14:00:00,1015.23,177.72656147,180912.9222838865,61092.8966281,1020.0,1017.96,1019.98
2017-01-03 15:00:00,1015.24,202.83478863000002,206837.48450657603,61125.117447599994,1024.6,1020.0,1017.96
2017-01-03 16:00:00,1018.54,265.4292582,270756.5412994951,61193.92519019997,1020.99,1020.98,1019.54
2017-01-03 17:00:00,1019.42,35.87711818,36586.77254680999,61196.024615599985,1020.98,1019.88,1020.32
2017-01-03 18:00:00,1019.51,164.7673235899999,168154.185359646,61233.538560799985,1020.99,1020.34,1019.88
2017-01-03 19:00:00,1016.21,758.7854203500001,773193.5014046336,61063.04078440001,1021.48,1016.73,1020.34
2017-01-03 20:00:00,1016.19,271.63048234,276364.8216668699,61063.01172019999,1020.28,1017.12,1016.73
2017-01-03 21:00:00,1017.12,360.39521868999987,367818.2809286469,61243.08368169999,1021.5,1021.46,1017.81
2017-01-03 22:00:00,1019.04,378.2100575099999,386195.9769701184,61297.81355230001,1023.63,1022.99,1021.42
2017-01-03 23:00:00,1022.82,1415.4060291200008,1458504.218698322,61957.846197199986,1039.0,1035.24,1022.99
2017-01-04 00:00:00,1032.33,285.05745184,295261.376660013,62166.34011339998,1038.5,1032.33,1035.51
2017-01-04 01:00:00,1028.56,359.43425364,371089.689274497,61994.67815539998,1035.41,1034.47,1032.04
2017-01-04 02:00:00,1033.5,619.1975645200001,641962.3955301889,62253.68362700003,1041.0,1037.65,1034.47
2017-01-04 03:00:00,1036.67,264.13902292000006,274614.7769292641,62374.17160989998,1042.0,1041.53,1036.86
2017-01-04 04:00:00,1038.35,316.25215207,329661.4833468813,62564.22646040001,1046.0,1042.64,1041.53
2017-01-04 05:00:00,1041.24,667.2311288499999,698838.3862178918,62813.42377519999,1054.72,1047.79,1042.64
2017-01-04 06:00:00,1038.35,390.67993129999985,408208.37075155694,62728.14057569998,1049.99,1046.17,1047.79
2017-01-04 07:00:00,1047.03,306.2554222099999,322131.69590686896,63118.58669829997,1057.0,1056.98,1047.04
2017-01-04 08:00:00,1052.62,423.69273256,447302.031283258,63342.17293250001,1057.0,1055.69,1055.97
2017-01-04 09:00:00,1053.03,762.6278361300004,807883.8089588751,63585.9402885,1065.0,1065.0,1055.7
2017-01-04 10:00:00,1062.91,748.53861102,801355.7462353802,64151.0373198,1078.0,1078.0,1065.0
2017-01-04 11:00:00,1070.03,1158.5054858100002,1252206.7447942998,64850.38244009999,1089.19,1081.93,1078.0
2017-01-04 12:00:00,1077.2,871.5290397799998,946601.463176484,65145.166876300005,1090.47,1088.97,1080.14
2017-01-04 13:00:00,1082.41,1347.56816025,1470625.981488261,65498.88978119999,1098.76,1098.0,1088.5
2017-01-04 14:00:00,1059.73,1601.4650411999996,1718837.7521730768,64915.79468530001,1098.58,1086.01,1094.99
2017-01-04 15:00:00,1083.73,782.0330401800004,849249.1887052038,65164.827635799986,1090.0,1089.08,1085.09
2017-01-04 16:00:00,1085.66,837.0577831700001,914426.97337096,65536.55902440002,1098.77,1094.9,1088.89
2017-01-04 17:00:00,1094.5,2153.2823706300005,2397691.238812529,66899.09950740002,1129.9,1129.8,1096.58
2017-01-04 18:00:00,1123.02,1237.8037251699996,1400023.7659996138,67875.25397240001,1139.89,1134.81,1129.8
2017-01-04 19:00:00,1092.1,2610.5408413400005,2895085.4784418344,66780.87005969998,1135.0,1115.45,1133.35
2017-01-04 20:00:00,1092.05,1237.7509579400003,1376082.596953136,66883.73791399997,1127.93,1092.1,1115.45
2017-01-04 21:00:00,1078.0,1062.9933935800002,1157697.7684958703,65526.257831099996,1104.98,1090.0,1092.05
2017-01-04 22:00:00,1090.0,934.09929991,1037486.7083266821,66644.3275962,1129.8,1127.98,1090.0
2017-01-04 23:00:00,1103.57,584.72172594,655319.5388038413,67199.90073400004,1130.82,1114.92,1127.97
2017-01-05 00:00:00,1086.5,388.68461123000014,427312.75487395003,66071.21006279999,1114.92,1088.62,1114.38
2017-01-05 01:00:00,1086.5,543.58545815,597147.7224969327,65889.2700708,1110.0,1107.89,1088.6
2017-01-05 02:00:00,1097.63,377.91534491000004,418629.30870671704,66542.28822139998,1117.87,1102.12,1107.93
2017-01-05 03:00:00,1102.12,560.7533859500002,625848.719448998,66981.45507779998,1124.0,1116.39,1102.12
2017-01-05 04:00:00,1116.39,182.93776837999997,204443.53076323197,67073.35018639998,1119.22,1118.05,1116.39
2017-01-05 05:00:00,1110.0,465.0606008799999,520756.1706390032,67206.966924,1124.0,1120.28,1118.05
2017-01-05 06:00:00,1116.39,189.66729462999996,212088.51027692037,67118.1212682,1120.48,1117.96,1120.19
2017-01-05 07:00:00,1105.59,172.88390505999996,192572.82112312305,66841.9732026,1117.94,1109.84,1117.93
2017-01-05 08:00:00,1105.6,1309.10617846,1465392.6619954726,67262.61815940001,1136.72,1133.55,1109.01
2017-01-05 09:00:00,1050.0,2977.0054551600006,3226978.1118116295,65726.5351745,1136.48,1073.04,1133.55
2017-01-05 10:00:00,1070.02,1367.8664034700003,1500305.4261500223,65678.1046806,1115.0,1097.26,1073.02
2017-01-05 11:00:00,1086.12,696.1102892900001,763081.922019072,65736.92241689998,1106.92,1096.8,1094.99
2017-01-05 12:00:00,982.0,5140.4298202499995,5299778.236467929,63436.182350590025,1098.23,982.22,1096.8
2017-01-05 13:00:00,885.41,8752.050362720001,8250011.299602799,57104.94170781999,1014.96,950.01,982.22
2017-01-05 14:00:00,940.0,2054.7127829500005,1958302.2263604007,57208.34737905999,970.97,958.98,952.32
2017-01-05 15:00:00,947.01,1307.90415908,1277305.4449661004,58401.77911357999,996.0,992.84,958.98
2017-01-05 16:00:00,933.19,2583.41727862,2489340.12556882,58208.39140843001,992.86,955.0,992.84
2017-01-05 17:00:00,951.05,1053.8285444399999,1014533.9752868401,57760.504771679996,970.51,964.04,954.01
2017-01-05 18:00:00,964.06,787.1006345500004,769451.144906731,58591.93237541001,984.99,979.52,964.11
2017-01-05 19:00:00,937.0,916.7578683899999,878677.5031145702,58038.876808460016,983.92,961.65,980.0
2017-01-05 20:00:00,951.8,873.12897104,842202.2660721941,57965.37899027999,977.81,969.94,958.65
2017-01-05 21:00:00,961.0,1086.9058620300002,1053286.2896994944,58139.202674419976,974.3,974.3,969.9
2017-01-05 22:00:00,970.95,1308.4864861599997,1295421.78103581,59355.468275970015,1009.99,1009.0,974.5
2017-01-05 23:00:00,987.06,922.5616540900002,928531.5735185626,60162.681093510015,1025.03,1004.74,1009.0
2017-01-06 00:00:00,999.82,240.47457573000003,242658.22200891303,60490.35230340999,1016.09,1016.09,1004.73
2017-01-06 01:00:00,1013.98,435.70602405000005,444698.7620666279,61288.03439619997,1026.99,1017.52,1016.09
2017-01-06 02:00:00,958.72,762.5452234399999,752133.7236114809,60030.13078353,1019.01,958.72,1017.52
2017-01-06 03:00:00,955.01,430.3903837800001,417264.3938622725,58354.76264641,987.48,981.2,958.72
2017-01-06 04:00:00,953.11,490.5191290899999,477028.1113567661,58606.84689705001,985.93,970.1,981.21
2017-01-06 05:00:00,969.92,257.99403587999996,252987.89310278205,58826.77229690001,989.43,981.16,969.92
2017-01-06 06:00:00,970.15,217.67760285999998,212826.93795109296,58736.758493959984,984.46,980.54,980.06
2017-01-06 07:00:00,974.11,490.03492478000004,481783.16547799006,58889.35216221,989.97,980.49,980.96
2017-01-06 08:00:00,937.21,1471.0009002599998,1410505.5030535848,57555.64700829001,985.53,960.43,981.53
2017-01-06 09:00:00,905.0,1915.2056378,1787237.7278916193,56654.870697079976,964.33,934.1,960.43
2017-01-06 10:00:00,911.0,1438.5596194500006,1328896.516862647,55701.85110766,944.44,925.0,933.02
2017-01-06 11:00:00,871.0,5183.889136869999,4639871.208795112,53987.267439620024,928.46,898.98,924.79
2017-01-06 12:00:00,880.0,1146.07289153,1016618.111746327,53317.04582353,902.0,885.25,900.03
2017-01-06 13:00:00,882.73,1608.4932803999998,1440382.9348398813,53682.267366290005,905.0,899.28,885.26
2017-01-06 14:00:00,878.0,2154.2490857299995,1914125.8162865802,53692.66027623999,904.99,900.0,901.0
2017-01-06 15:00:00,900.0,1576.6642504900003,1438453.6993117705,54743.32576725001,917.97,912.0,900.02
2017-01-06 16:00:00,901.15,1589.0627639800002,1451222.1045827847,54775.33491475001,919.99,902.25,912.0
2017-01-06 17:00:00,902.21,664.2521626699998,604743.5165213802,54648.51916957,914.99,914.96,902.32
2017-01-06 18:00:00,880.01,1237.8344499899997,1108882.6397102817,53994.43082105999,918.51,890.78,914.95
2017-01-06 19:00:00,885.91,573.22207737,512783.4733694664,53636.14273699001,902.99,890.85,890.73
2017-01-06 20:00:00,880.0,934.84015249,829817.569251368,53248.11822989001,893.98,887.94,890.81
2017-01-06 21:00:00,884.5,972.3101497200005,871603.7127578503,53768.70422606003,905.73,896.77,887.94
2017-01-06 22:00:00,881.37,1148.0835965600004,1019597.0672476501,53318.73837685,897.0,888.94,896.77
2017-01-06 23:00:00,879.4,977.6210440100004,867138.4667699198,53317.77541172001,895.78,893.89,887.73
2017-01-07 00:00:00,884.41,549.10536816,490081.14638989,53490.24662926,900.16,884.43,894.02
2017-01-07 01:00:00,856.42,1154.5459658500001,1010762.4596000199,53126.695773559986,895.99,865.03,884.53
2017-01-07 02:00:00,827.94,2360.8688151699994,1989551.0776602789,50808.09739235,866.53,846.72,864.61
2017-01-07 03:00:00,825.0,1231.4652959200002,1030036.2034218251,50213.76538836999,853.0,842.01,849.8
2017-01-07 04:00:00,821.22,1419.6263774799997,1180082.0594318185,49931.533355979984,842.02,836.74,842.01
2017-01-07 05:00:00,827.62,493.08264797000027,413858.2240784799,50283.714469989995,849.96,827.62,837.48
2017-01-07 06:00:00,825.43,372.1829139199999,309209.2869124401,49794.280400160016,836.42,827.21,827.62
2017-01-07 07:00:00,820.0,725.20160162,598440.8000565949,49659.398557659995,833.75,829.91,825.83
2017-01-07 08:00:00,814.69,914.4374292999997,750364.6852119899,49450.58349697002,832.63,814.69,825.63
2017-01-07 09:00:00,812.28,1744.25092771,1474874.1892182298,50074.81517567,887.0,884.9,814.0
2017-01-07 10:00:00,864.54,1327.35460267,1158582.4703268001,52341.301354430005,885.17,879.76,884.05
2017-01-07 11:00:00,869.46,268.32968141,235595.96326006993,52480.28573687,884.44,874.01,879.77
2017-01-07 12:00:00,874.01,1010.9058262300001,897922.8279288202,53214.595228829996,897.8,883.03,874.01
2017-01-07 13:00:00,861.33,1026.4129090299998,896726.1779579101,52321.30939137002,884.02,874.24,883.03
2017-01-07 14:00:00,869.1,439.9113110999999,389223.07706188003,52775.339750460014,891.35,887.78,874.24
2017-01-07 15:00:00,879.9,289.98063155000006,256514.76205910603,53020.61696105998,888.84,887.99,888.0
2017-01-07 16:00:00,888.0,1615.9904624799995,1450361.6081477648,53892.34735927999,905.0,893.31,888.0
2017-01-07 17:00:00,894.49,583.51345305,526337.8516454401,54046.09737810001,906.0,901.03,896.88
2017-01-07 18:00:00,881.59,747.7783060300003,667480.9544223658,53710.165375299985,905.0,892.01,901.92
2017-01-07 19:00:00,882.0,399.6414384599999,356790.25916191,53684.77646751,899.65,884.28,892.0
2017-01-07 20:00:00,882.02,383.23548680999994,340224.30408370006,53219.51462648999,891.12,887.66,886.66
2017-01-07 21:00:00,879.98,522.4040752999999,463588.57776608196,53276.32486876001,895.0,889.77,887.35
2017-01-07 22:00:00,887.19,431.80983219,387634.5424044166,53771.53195011999,904.99,897.34,889.77
2017-01-07 23:00:00,892.14,389.07823161999994,350066.515542635,53947.083425300036,907.05,906.2,897.42
2017-01-08 00:00:00,892.57,167.15547215,150794.336918535,54052.49415101999,906.88,895.7,906.2
2017-01-08 01:00:00,895.74,122.60509954999998,110157.40578192196,53950.24515494003,901.55,898.94,899.46
2017-01-08 02:00:00,898.86,545.78352387,496404.95387804,54314.051262310015,915.0,915.0,898.86
2017-01-08 03:00:00,913.49,310.99834609000015,284992.860993447,54940.56972479,920.4,917.54,915.0
2017-01-08 04:00:00,916.2,506.65280999,469857.6133518198,55637.89285313,938.0,937.05,918.05
2017-01-08 05:00:00,919.25,634.9948793900002,592083.7367363602,56036.04234868001,941.81,931.47,938.0
2017-01-08 06:00:00,925.03,392.28702056000003,366235.77112645,55887.31167559001,939.86,935.01,931.47
2017-01-08 07:00:00,926.07,626.4059099600006,584664.7957863602,55955.812836599995,940.0,929.37,935.01
2017-01-08 08:00:00,921.52,446.38930570000036,415184.35060615005,55820.45172914001,933.81,930.15,929.35
2017-01-08 09:00:00,928.61,347.93235460000017,324173.06132904894,55876.90571509,934.98,929.53,930.15
2017-01-08 10:00:00,925.15,212.92449022999992,197498.21276272007,55616.846859239995,932.0,927.48,929.53
2017-01-08 11:00:00,898.0,459.48826542999996,418776.37442037807,55397.904671709985,928.74,901.89,927.7
2017-01-08 12:00:00,905.0,242.09050243,220747.98809030894,54709.37381163999,916.02,907.81,905.0
2017-01-08 13:00:00,907.83,197.08073863999996,180929.348211316,55064.03639482001,924.83,913.49,907.83
2017-01-08 14:00:00,913.8,221.79287254000005,203298.93458234504,55074.45996561,921.09,918.05,915.15
2017-01-08 15:00:00,892.46,903.4185959600002,813228.6134880609,54134.35591970001,917.88,904.06,917.88
2017-01-08 16:00:00,895.49,611.7881543399999,551022.0989621386,54053.362845080024,906.0,896.91,904.06
2017-01-08 17:00:00,881.3,854.2344684199998,762446.8974747781,53640.170061,910.91,904.33,896.92
2017-01-08 18:00:00,900.0,313.4530353899999,283042.453478897,54233.923668140014,908.67,903.33,904.74
2017-01-08 19:00:00,895.01,160.69484416999998,144595.0677802009,54062.1067264,907.94,900.48,903.71
2017-01-08 20:00:00,897.05,195.30460490000002,176895.62494382996,54329.57820541002,909.73,907.05,900.29
2017-01-08 21:00:00,906.76,109.02410860999998,99258.27254859901,54637.03753189,914.3,906.76,907.11
2017-01-08 22:00:00,900.01,184.83654095999995,167218.53432215995,54431.35899238999,912.0,910.83,906.76
2017-01-08 23:00:00,905.11,170.15676395000006,154663.040601616,54513.30296111,912.0,909.75,910.69
2017-01-09 00:00:00,887.0,388.8925306199999,347804.3410721542,54052.933914990004,912.87,887.91,909.8
2017-01-09 01:00:00,875.0,1145.6822049000004,1011980.4281046893,53051.562582199986,895.81,881.26,887.91
2017-01-09 02:00:00,879.21,141.94666906999998,125620.66459774697,53142.28505597003,892.0,891.67,886.01
2017-01-09 03:00:00,884.84,67.56140822000002,60034.710413139896,53346.0053464,891.98,888.77,891.68
2017-01-09 04:00:00,880.42,25.636221390000006,22693.798334422998,53131.80103989,888.99,884.65,888.77
2017-01-09 05:00:00,884.65,317.4148246,283392.60747921775,53599.99043325,899.56,894.41,884.65
2017-01-09 06:00:00,890.04,107.56935542000001,96304.61534993301,53656.40116513999,898.69,894.27,894.41
2017-01-09 07:00:00,883.17,194.96738431,173158.329318789,53381.652010690006,897.0,884.91,894.27
2017-01-09 08:00:00,882.8,478.0092628800001,423342.5935392385,53242.287417069994,889.96,889.96,885.0
2017-01-09 09:00:00,879.94,380.7125152600001,336191.90878643305,52985.659565510025,889.95,883.41,889.93
2017-01-09 10:00:00,880.98,588.7552668900001,527648.135117303,53640.088242889986,905.0,903.62,883.34
2017-01-09 11:00:00,899.5,425.68299326,384652.877924724,54213.52257169999,908.63,900.83,900.34
2017-01-09 12:00:00,899.5,580.22367457,526732.315884659,54421.15427801,910.58,905.77,900.83
2017-01-09 13:00:00,901.28,249.57312032999994,225485.810276367,54242.89387379,908.91,902.45,904.63
2017-01-09 14:00:00,896.04,265.67712974,239069.02982272403,54042.07951633001,902.62,900.99,902.45
2017-01-09 15:00:00,897.77,183.90849677000006,165766.39491342547,54100.64098472,904.0,901.79,901.0
2017-01-09 16:00:00,888.11,776.50523765,692595.15314368,53569.20185079,901.79,888.59,901.79
2017-01-09 17:00:00,888.0,117.11903109000001,104226.32515205101,53412.10432408002,894.54,889.89,888.56
2017-01-09 18:00:00,884.98,221.44467502999998,196460.42819224994,53283.36259581001,889.99,888.63,889.86
2017-01-09 19:00:00,883.98,519.0737857200003,461210.83918315795,53380.19867616,894.29,894.14,887.48
2017-01-09 20:00:00,885.24,408.30132364,363109.2063054879,53604.18848602,897.63,890.03,894.14
2017-01-09 21:00:00,889.0,351.92945429999986,314242.48669715604,53549.34109785002,895.27,893.2,890.09
2017-01-09 22:00:00,887.33,234.05186703999996,208845.16648851492,53562.41322086,896.48,896.48,891.9
2017-01-09 23:00:00,892.54,545.5445082599998,489490.8967175212,53882.077345490005,899.99,896.23,896.48
2017-01-10 00:00:00,894.89,267.62072650000005,240605.98992635703,53865.383542400006,904.72,904.72,896.09
2017-01-10 01:00:00,901.01,357.39006393999983,323815.73158689996,54343.573936929984,909.99,906.34,904.72
2017-01-10 02:00:00,903.0,194.09866857000003,175723.65261840494,54353.23965465005,907.5,905.72,906.24
2017-01-10 03:00:00,894.93,376.01380094000007,338357.4064781807,54052.2977961,906.17,899.69,902.41
2017-01-10 04:00:00,891.59,215.25016646999998,192680.84069274797,53732.31178876996,900.0,895.62,899.69
2017-01-10 05:00:00,889.41,157.87223465999998,141006.80168152798,53708.74185119001,898.89,893.55,895.62
2017-01-10 06:00:00,890.41,342.66348811999995,306280.061720876,53647.07476472,897.03,894.4,894.23
2017-01-10 07:00:00,893.1,203.84414132000006,182912.95216098183,53792.01100225,900.09,898.03,895.59
2017-01-10 08:00:00,898.03,254.62012394999996,229739.07439569198,54180.33257756002,905.19,901.16,898.03
2017-01-10 09:00:00,900.17,274.60162639,248183.05420137706,54239.622563100005,907.0,907.0,901.87
2017-01-10 10:00:00,905.88,267.97614379999993,243721.880692896,54558.271329719995,912.47,909.98,907.0
2017-01-10 11:00:00,895.93,370.6601809599999,334697.8388031703,54303.27673134998,909.85,902.38,909.85
2017-01-10 12:00:00,899.5,541.8645529600002,490124.74573246087,54204.92860009999,907.38,904.36,902.33
2017-01-10 13:00:00,900.85,377.62715237000003,341381.7198990724,54280.89730763999,907.99,901.33,904.36
2017-01-10 14:00:00,898.25,964.7471174200001,868871.0119284139,54103.96691882001,904.77,899.95,901.9
2017-01-10 15:00:00,898.85,725.5853983299999,654297.8040902029,54124.15639321002,904.43,903.77,899.95
2017-01-10 16:00:00,900.24,340.5916957999999,307405.08328239986,54177.65014828,903.8,903.51,903.76
2017-01-10 17:00:00,902.51,122.44930427000003,110659.929782784,54223.494820749984,905.0,904.0,903.52
2017-01-10 18:00:00,902.56,23.163805290000003,20940.944879915998,54226.06781024001,905.0,903.08,904.0
2017-01-10 19:00:00,900.0,186.76998829000004,168638.1479636828,54223.806876650015,904.99,904.29,903.08
2017-01-10 20:00:00,899.18,251.16387781999998,226682.96715961696,54183.359033129986,907.0,903.0,904.2
2017-01-10 21:00:00,902.2,724.5516669999997,656866.3643659019,54401.19812093,908.0,906.68,902.25
2017-01-10 22:00:00,903.51,368.25337436000007,333590.7902114189,54394.853286469996,907.99,904.97,906.46
2017-01-10 23:00:00,901.55,626.14238857,567086.405689443,54352.24642783002,907.99,905.05,904.97
2017-01-11 00:00:00,904.07,424.76552260999995,385136.9789794131,54380.9907725,907.96,906.15,905.24
2017-01-11 01:00:00,905.63,575.00732498,521854.57053614303,54461.08273791,909.33,909.33,906.12
2017-01-11 02:00:00,908.46,275.73600662999996,250729.94142520873,54554.68634718991,909.4,909.34,909.33
2017-01-11 03:00:00,906.91,67.8596814,61598.30128739399,54496.632454050006,909.34,906.91,908.51
2017-01-11 04:00:00,906.13,229.62352430000004,208461.59357600706,54467.754487129976,908.85,908.85,908.36
2017-01-11 05:00:00,908.8,717.0961331799999,653782.820248176,54832.003562519996,916.2,914.32,908.85
2017-01-11 06:00:00,909.03,215.08127750000003,196491.239624054,54925.92435855999,918.4,911.72,914.32
2017-01-11 07:00:00,909.05,53.94424413,49165.570120439,54685.45527250001,913.39,911.43,911.72
2017-01-11 08:00:00,906.9,613.8544865500003,558636.2781966361,54619.37006732,911.5,910.51,910.71
2017-01-11 09:00:00,845.0,3864.2428749400005,3374282.486345268,52724.105218799996,911.22,865.97,911.22
2017-01-11 10:00:00,860.01,1449.8786034199995,1259443.1937675124,52050.247357060005,875.52,868.17,866.0
2017-01-11 11:00:00,825.05,2647.3729329999996,2228779.222546998,50736.3009256,868.17,833.98,868.16
2017-01-11 12:00:00,790.0,3896.7426606700014,3151415.6056870986,48553.26492235001,833.08,801.0,833.08
2017-01-11 13:00:00,790.0,2741.9456281500006,2209410.5394630497,48348.087598039994,820.02,808.12,801.0
2017-01-11 14:00:00,799.77,3327.53118008,2695146.6761110006,48689.38550499999,819.98,813.0,809.11
2017-01-11 15:00:00,790.59,1536.3073856600004,1234248.886521811,48227.74549092999,813.0,795.55,811.73
2017-01-11 16:00:00,791.0,1459.5578329099997,1160942.9649327002,47772.840155700025,809.95,800.0,793.66
2017-01-11 17:00:00,755.0,3379.3535825100007,2618543.897435559,46562.129199159994,805.44,771.8,805.44
